,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
808,809,80,3,85.0,13400,2,,5,4,4,5,3,NAmes,7,7,5,1,5,5,1966,1966,5,7,3,3,4.0,1047.0,3,3,5,4.0,4.0,4.0,6.0,516,5.0,128,380,1024,5,3,1,5.0,1086,0,0,1086,1,0,1,0,3,1,3,6,8,1,5.0,6.0,1966.0,3.0,2,484,4.0,4.0,3,0,0,0,0,0,0,,3.0,,0,6,2006,10,6,159950
809,810,75,1,90.0,8100,2,,5,4,4,4,3,8,7,7,5,3,5,5,1898,1965,3,7,17,17,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,849,849,5,3,2,4.0,1075,1063,0,2138,0,0,2,0,2,3,3,11,8,0,,2.0,1910.0,2.0,2,360,3.0,2.0,1,40,156,0,0,0,0,,4.0,,0,11,2009,10,6,106000
810,811,20,3,78.0,10140,2,,5,4,4,5,3,9,7,7,5,8,6,6,1974,1999,3,7,11,11,4.0,99.0,3,3,5,4.0,4.0,2.0,6.0,663,3.0,377,0,1040,5,2,1,5.0,1309,0,0,1309,1,0,1,1,3,1,4,5,8,1,3.0,6.0,1974.0,3.0,2,484,4.0,4.0,3,265,0,0,0,0,648,2.0,5.0,,0,1,2006,10,6,181000
811,812,120,1,,4438,2,,5,4,4,5,3,20,7,7,2,8,6,5,2004,2004,5,7,3,3,4.0,169.0,4,3,4,5.0,4.0,5.0,7.0,662,2.0,0,186,848,5,5,1,5.0,848,0,0,848,1,0,1,0,1,1,4,4,8,1,5.0,6.0,2004.0,4.0,2,420,4.0,4.0,3,140,0,0,0,0,0,,,,0,6,2008,2,6,144500
812,813,20,C (all),66.0,8712,3,,5,3,4,5,2,16,7,7,5,8,5,5,1952,1952,3,7,2,2,2.0,0.0,2,3,5,4.0,4.0,4.0,2.0,0,2.0,0,540,540,5,3,2,4.0,1044,0,0,1044,0,0,1,0,2,1,2,4,8,0,,5.0,1952.0,2.0,2,504,4.0,4.0,1,0,0,0,0,0,0,,,3.0,54,6,2010,10,3,55993
813,814,20,3,75.0,9750,2,,5,4,4,5,3,NAmes,7,7,5,8,6,6,1958,1958,5,7,9,9,4.0,243.0,3,3,5,4.0,4.0,2.0,4.0,608,2.0,0,834,1442,5,4,1,5.0,1442,0,0,1442,0,0,1,1,4,1,3,7,8,0,,6.0,1958.0,3.0,1,301,4.0,4.0,3,0,0,275,0,0,0,,,3.0,500,4,2007,6,6,157900
814,815,50,3,45.0,8248,2,3.0,5,4,4,5,3,18,7,7,5,7,5,7,1918,1950,5,7,4,4,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,686,686,4,4,1,5.0,686,564,0,1250,0,1,1,1,3,1,2,7,8,0,,2.0,1955.0,2.0,1,280,4.0,4.0,2,207,0,96,0,0,0,,,,0,7,2006,10,6,116000
815,816,20,3,48.0,12137,2,,3,4,4,3,3,20,7,7,5,8,7,5,1998,1998,5,7,3,3,4.0,442.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1649,1649,5,5,1,5.0,1661,0,0,1661,0,0,2,0,3,1,4,6,8,0,,6.0,1998.0,3.0,2,598,4.0,4.0,3,0,34,0,0,0,0,,,,0,5,2010,10,6,224900
816,817,20,3,,11425,2,,4,4,4,4,3,NAmes,7,7,5,8,5,6,1954,1954,5,7,14,14,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,486,2.0,0,522,1008,5,4,1,5.0,1008,0,0,1008,0,0,1,0,2,1,3,4,8,1,5.0,6.0,1954.0,3.0,1,275,4.0,4.0,3,0,0,120,0,0,0,,,,0,7,2006,10,6,137000
817,818,20,3,,13265,2,,4,4,4,3,3,14,7,7,5,8,8,5,2002,2002,3,7,12,CmentBd,4.0,148.0,4,3,4,5.0,4.0,2.0,7.0,1218,2.0,0,350,1568,5,5,1,5.0,1689,0,0,1689,1,0,2,0,3,1,4,7,8,2,5.0,6.0,2002.0,3.0,3,857,4.0,4.0,3,150,59,0,0,0,0,,,,0,7,2008,10,6,271000
818,819,80,3,80.0,8816,2,,5,4,4,5,3,21,7,7,5,1,6,7,1971,1971,5,7,11,11,4.0,80.0,3,3,5,4.0,4.0,4.0,7.0,504,2.0,0,506,1010,5,4,1,5.0,1052,0,0,1052,1,0,1,0,3,1,3,6,8,0,,6.0,1971.0,2.0,2,440,4.0,4.0,3,0,0,0,0,0,0,,4.0,,0,6,2010,10,6,155000
819,820,120,3,44.0,6371,2,,4,4,4,5,3,10,7,7,2,8,7,5,2009,2010,5,7,3,3,1.0,128.0,4,3,4,5.0,4.0,3.0,7.0,733,2.0,0,625,1358,5,5,1,5.0,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,5.0,6.0,2010.0,3.0,2,484,4.0,4.0,3,192,35,0,0,0,0,,,,0,6,2010,7,1,224000
820,821,60,3,72.0,7226,2,,4,4,4,3,3,20,7,7,5,5,7,5,2003,2003,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,798,798,5,5,1,5.0,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,,6.0,2003.0,3.0,2,595,4.0,4.0,3,0,45,0,0,0,0,,,,0,6,2008,10,6,183000
821,822,20,1,60.0,6000,2,2.0,5,3,4,5,2,8,7,7,2fmCon,8,4,4,1953,1953,5,7,9,9,2.0,0.0,2,3,5,3.0,4.0,2.0,2.0,0,2.0,0,936,936,5,3,2,5.0,936,0,0,936,0,0,1,0,2,1,3,4,6,0,,2.0,1974.0,2.0,2,576,4.0,4.0,3,0,32,112,0,0,0,,,,0,2,2009,10,6,93000
822,823,60,3,,12394,2,,4,4,4,4,3,17,7,7,5,5,7,5,2003,2003,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,5.0,2.0,0,2.0,0,847,847,5,5,1,5.0,847,886,0,1733,0,0,2,1,3,1,4,7,8,1,5.0,4.0,2003.0,4.0,2,433,4.0,4.0,3,100,48,0,0,0,0,,,,0,10,2007,10,2,225000
823,824,50,3,60.0,9900,2,,5,4,4,5,3,7,7,7,5,7,6,7,1940,1950,5,7,3,3,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,778,778,5,3,1,5.0,944,545,0,1489,0,0,2,0,3,1,3,7,8,1,5.0,2.0,1940.0,2.0,1,240,4.0,4.0,3,335,0,0,0,0,0,,3.0,,0,7,2009,10,6,139500
824,825,20,6,81.0,11216,2,,5,4,4,5,3,4,7,7,5,8,8,5,2006,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,5.0,2.0,2.0,0,2.0,0,1489,1489,5,5,1,5.0,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,5.0,6.0,2006.0,3.0,2,776,4.0,4.0,3,0,140,0,0,0,0,,,,0,6,2006,7,1,232600
825,826,20,3,114.0,14803,2,,5,4,4,5,3,10,4,4,5,8,10,5,2007,2008,3,7,12,CmentBd,4.0,816.0,5,3,4,6.0,4.0,4.0,7.0,1636,2.0,0,442,2078,5,5,1,5.0,2084,0,0,2084,1,0,2,0,2,1,5,7,8,1,5.0,6.0,2007.0,4.0,3,1220,4.0,4.0,3,188,45,0,0,0,0,,,,0,6,2008,7,1,385000
826,827,45,1,50.0,6130,2,,5,4,4,5,3,22,7,7,5,6,5,6,1924,1950,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,6.0,784,2.0,0,0,784,5,4,1,5.0,784,0,0,784,1,0,1,0,2,1,4,5,8,0,,,,,0,0,,,3,0,0,116,0,0,0,,,,0,5,2008,10,6,109500
827,828,20,3,65.0,8529,2,,4,4,4,5,3,5,7,7,5,8,7,5,2001,2001,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,20,2.0,0,1434,1454,5,5,1,5.0,1434,0,0,1434,0,0,2,0,3,1,4,6,8,1,4.0,6.0,2001.0,3.0,2,527,4.0,4.0,3,290,39,0,0,0,0,,,,0,4,2009,10,6,189000
828,829,60,3,,28698,2,,3,1,4,3,1,21,7,7,5,5,5,5,1967,1967,6,3,7,7,2.0,0.0,3,3,4,4.0,5.0,5.0,3.0,249,6.0,764,0,1013,5,3,1,5.0,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,,6.0,1967.0,4.0,2,538,4.0,4.0,3,486,0,0,0,225,0,,,,0,6,2009,10,5,185000
829,830,160,6,24.0,2544,2,2.0,5,4,4,5,3,4,7,7,Twnhs,5,7,5,2005,2005,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,600,600,5,5,1,5.0,520,623,80,1223,0,0,2,1,2,1,4,4,8,0,,2.0,2005.0,3.0,2,480,4.0,4.0,3,0,166,0,0,0,0,,,,0,7,2006,10,6,147400
830,831,20,3,80.0,11900,2,,4,4,4,4,3,NAmes,7,7,5,8,6,5,1957,1957,5,7,11,11,4.0,387.0,3,3,5,4.0,4.0,2.0,4.0,1040,2.0,0,352,1392,5,3,1,4.0,1392,0,0,1392,1,0,1,1,3,1,3,6,8,2,5.0,6.0,1957.0,3.0,2,458,4.0,4.0,3,0,0,0,0,192,0,,,,0,6,2008,10,6,166000
831,832,160,6,30.0,3180,2,2.0,5,4,4,5,3,4,7,7,2,5,7,5,2005,2005,5,7,9,9,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,600,600,5,5,1,5.0,520,600,80,1200,0,0,2,1,2,1,4,4,8,0,,2.0,2005.0,3.0,2,480,4.0,4.0,3,0,166,0,0,0,0,,,,0,6,2006,10,6,151000
832,833,60,3,44.0,9548,2,,4,4,4,3,3,20,7,7,5,5,7,6,2003,2003,5,7,3,3,4.0,223.0,4,3,4,5.0,4.0,2.0,7.0,483,2.0,0,458,941,5,5,1,5.0,941,888,0,1829,1,0,2,1,3,1,4,7,8,1,4.0,6.0,2003.0,3.0,2,613,4.0,4.0,3,192,39,0,0,0,0,,,,0,1,2010,10,6,237000
833,834,20,3,100.0,10004,2,,5,4,4,5,3,NAmes,7,7,5,8,6,6,1964,1964,5,7,11,7,4.0,180.0,3,3,5,4.0,4.0,2.0,4.0,196,5.0,345,975,1516,5,3,1,5.0,1516,0,0,1516,0,0,1,1,3,1,3,6,8,0,,6.0,1964.0,3.0,2,472,4.0,4.0,3,0,0,0,0,152,0,,,,0,2,2009,10,6,167000
834,835,20,3,75.0,7875,2,,5,4,4,5,3,NAmes,7,7,5,8,5,6,1961,1961,5,7,3,3,4.0,136.0,3,3,5,4.0,4.0,2.0,4.0,572,2.0,0,572,1144,5,4,1,5.0,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,,6.0,1961.0,2.0,2,456,4.0,4.0,3,0,0,0,0,0,0,,3.0,,0,9,2008,10,6,139950
835,836,20,3,60.0,9600,2,,5,4,4,5,3,6,7,7,5,8,4,7,1950,1995,5,7,3,11,2.0,0.0,3,3,5,5.0,4.0,2.0,5.0,442,2.0,0,625,1067,5,3,1,5.0,1067,0,0,1067,0,0,2,0,2,1,4,4,6,0,,6.0,1996.0,2.0,2,436,4.0,4.0,3,290,0,0,0,0,0,,,,0,2,2010,10,6,128000
836,837,30,1,90.0,8100,2,2.0,5,4,4,5,3,8,7,7,5,8,5,6,1948,1973,5,7,3,3,2.0,0.0,3,3,6,4.0,4.0,2.0,4.0,338,2.0,0,1221,1559,5,4,1,5.0,1559,0,0,1559,1,0,1,0,2,1,3,5,6,0,,2.0,1948.0,2.0,2,812,4.0,4.0,3,0,116,230,0,0,0,,3.0,,0,6,2007,6,6,153500
837,838,160,1,21.0,1680,2,,5,4,4,5,3,23,7,7,Twnhs,5,6,5,1973,1973,5,7,11,11,4.0,158.0,3,3,5,4.0,4.0,2.0,5.0,330,2.0,0,153,483,5,3,1,5.0,483,504,0,987,1,0,1,1,2,1,3,5,8,0,,2.0,1973.0,2.0,1,264,4.0,4.0,3,0,0,0,0,0,0,,,,0,11,2008,10,6,100000
838,839,20,3,75.0,9525,2,,5,4,4,5,3,20,7,7,5,8,5,6,1995,2006,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1099,1099,5,5,1,5.0,1099,0,0,1099,0,0,1,1,3,1,4,6,8,0,,6.0,1999.0,2.0,1,352,4.0,4.0,3,278,0,0,0,0,0,,,,0,6,2008,10,6,144000
839,840,50,3,70.0,11767,2,,5,4,4,5,3,18,7,7,5,7,5,6,1946,1995,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,352,2.0,0,416,768,5,5,1,5.0,768,432,0,1200,0,0,1,0,3,1,3,6,8,0,,2.0,1946.0,2.0,1,240,4.0,4.0,3,0,0,0,0,0,0,,,,0,5,2008,10,6,130500
840,841,70,4,,12155,2,,4,4,4,5,3,7,7,7,5,5,6,8,1925,1950,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,5.0,156,2.0,0,516,672,5,3,2,5.0,810,672,0,1482,0,0,2,0,4,1,2,7,8,0,,2.0,1934.0,2.0,1,400,4.0,4.0,2,0,0,254,0,0,0,,,,0,3,2008,10,6,140000
841,842,70,1,60.0,10440,2,3.0,5,4,4,5,3,8,7,7,5,5,5,8,1904,2002,5,7,9,9,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,650,650,5,4,1,5.0,958,581,0,1539,0,0,2,0,3,1,4,8,8,1,2.0,2.0,1983.0,2.0,2,686,5.0,4.0,2,70,78,68,0,0,0,,,,0,6,2008,10,6,157500
842,843,80,3,82.0,9020,2,,5,4,4,5,3,NAmes,7,7,5,1,6,7,1966,1966,5,7,11,11,4.0,183.0,3,3,5,4.0,4.0,5.0,4.0,312,6.0,539,276,1127,5,3,1,5.0,1165,0,0,1165,1,0,1,1,3,1,3,6,8,0,,6.0,1966.0,3.0,2,490,5.0,5.0,3,0,129,0,0,0,0,,5.0,,0,5,2008,10,6,174900
843,844,90,3,80.0,8000,2,,5,4,4,4,3,NAmes,9,7,Duplex,8,5,4,1961,1961,5,7,14,14,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,1800,1800,5,5,2,5.0,1800,0,0,1800,0,0,2,0,6,2,3,10,8,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,7,2007,10,6,141000
844,845,50,1,100.0,12665,2,3.0,4,4,4,5,3,8,9,7,5,7,5,8,1915,1950,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,3.0,2.0,0,2.0,0,876,876,5,4,1,5.0,876,540,0,1416,0,0,1,1,4,1,3,7,8,1,5.0,2.0,1949.0,2.0,3,720,4.0,4.0,3,418,0,194,0,0,0,,,,0,6,2008,10,6,153900
845,846,85,3,,16647,2,,4,4,4,3,3,6,1,7,5,2,5,5,1975,1981,5,7,11,11,2.0,0.0,3,3,5,5.0,4.0,5.0,6.0,1390,2.0,0,0,1390,5,3,1,5.0,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,4.0,5.0,1975.0,4.0,2,611,4.0,4.0,3,0,0,0,0,0,0,,,,0,1,2007,10,6,171000
846,847,60,3,75.0,9317,2,,5,4,4,5,3,5,7,7,5,5,7,5,1993,1993,5,7,11,11,4.0,137.0,4,3,4,5.0,4.0,2.0,6.0,513,2.0,0,227,740,5,5,1,5.0,1006,769,0,1775,1,0,2,1,3,1,4,7,8,1,4.0,6.0,1993.0,2.0,2,425,4.0,4.0,3,234,72,192,0,0,0,,,,0,7,2009,10,6,213000
847,848,20,3,36.0,15523,2,,4,4,4,3,3,20,7,7,5,8,5,6,1972,1972,5,7,11,7,2.0,0.0,3,3,5,4.0,4.0,4.0,5.0,460,2.0,0,404,864,5,5,1,5.0,864,0,0,864,1,0,1,0,3,1,3,5,8,1,3.0,6.0,1972.0,2.0,1,338,4.0,4.0,3,0,0,0,0,0,0,,,,0,8,2009,10,6,133500
848,849,50,3,75.0,45600,2,,3,3,4,5,3,21,7,7,5,7,6,8,1908,1997,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,907,907,5,3,1,5.0,1307,1051,0,2358,0,0,3,0,5,1,3,10,8,1,5.0,2.0,1908.0,2.0,2,360,3.0,4.0,3,486,40,0,0,175,0,,,,0,9,2008,10,6,240000
849,850,80,3,80.0,9600,2,,5,4,4,2,3,1,8,7,5,1,6,7,1976,1994,3,7,7,7,4.0,360.0,4,4,5,4.0,4.0,2.0,2.0,0,2.0,0,528,528,5,5,1,5.0,1094,761,0,1855,0,0,2,1,3,1,3,7,8,1,4.0,6.0,1976.0,3.0,2,512,4.0,4.0,3,113,100,0,0,0,0,,,,0,8,2007,10,6,187000
850,851,120,1,36.0,4435,2,,5,4,4,5,3,20,7,7,2,8,6,5,2003,2003,5,7,3,3,4.0,170.0,4,3,4,5.0,4.0,4.0,7.0,659,2.0,0,189,848,5,5,1,5.0,848,0,0,848,1,0,1,0,1,1,4,3,8,0,,6.0,2003.0,4.0,2,420,4.0,4.0,3,140,0,0,0,0,0,,,,0,11,2007,10,6,131500
851,852,120,3,,3196,2,,5,4,4,5,3,25,7,7,2,8,8,5,2003,2003,5,7,3,3,4.0,40.0,4,3,4,5.0,4.0,5.0,2.0,0,2.0,0,1273,1273,5,5,1,5.0,1456,0,0,1456,0,0,2,0,2,1,4,7,8,1,4.0,6.0,2003.0,4.0,2,400,4.0,4.0,3,143,20,0,0,0,0,,,,0,5,2006,10,6,215000
852,853,75,3,53.0,7128,2,,5,4,4,5,3,19,7,7,5,3,7,5,1941,1950,5,7,9,9,2.0,0.0,3,4,5,4.0,4.0,2.0,4.0,364,2.0,0,554,918,5,4,1,5.0,918,728,0,1646,0,0,2,0,4,1,3,7,8,2,5.0,2.0,1941.0,2.0,1,240,4.0,4.0,3,0,0,0,0,126,0,,4.0,,0,8,2007,10,6,164000
853,854,80,3,,12095,2,,4,4,4,4,3,NAmes,7,7,5,1,6,6,1964,1964,5,7,9,11,4.0,115.0,3,4,5,4.0,4.0,5.0,4.0,564,2.0,0,563,1127,5,3,1,5.0,1445,0,0,1445,0,0,1,1,3,1,3,7,8,1,3.0,6.0,1964.0,3.0,2,645,4.0,4.0,3,180,0,0,0,0,0,,4.0,,0,8,2009,10,6,158000
854,855,20,3,102.0,17920,2,,5,4,4,5,3,6,7,7,5,8,5,4,1955,1974,3,7,2,7,2.0,0.0,3,3,5,4.0,4.0,3.0,6.0,306,4.0,1085,372,1763,5,3,1,5.0,1779,0,0,1779,1,0,1,1,3,1,3,6,8,1,5.0,6.0,1955.0,2.0,2,454,4.0,4.0,3,0,418,0,0,312,0,,,,0,7,2006,10,5,170000
855,856,20,3,,6897,2,,4,4,4,4,3,6,7,7,5,8,5,8,1962,2010,5,7,11,11,2.0,0.0,3,4,5,4.0,4.0,2.0,6.0,659,2.0,0,381,1040,5,5,1,5.0,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,,2.0,1962.0,2.0,1,260,4.0,4.0,3,0,104,0,0,0,0,,,,0,4,2010,10,6,127000
856,857,80,3,,10970,2,,4,1,4,5,2,20,7,7,5,1,6,6,1978,1978,5,7,7,11,2.0,0.0,3,3,5,5.0,5.0,5.0,7.0,505,3.0,435,0,940,5,3,1,5.0,1026,0,0,1026,1,0,1,0,3,1,3,5,8,0,,2.0,1981.0,2.0,2,576,4.0,3.0,3,0,0,34,0,0,0,,4.0,,0,10,2008,10,6,147000
857,858,60,3,65.0,8125,2,,5,4,4,5,3,17,7,7,5,5,6,5,1994,1995,5,7,11,11,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,702,702,5,4,1,5.0,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,4.0,6.0,1994.0,4.0,2,343,4.0,4.0,3,0,36,0,0,0,0,,,,0,3,2009,10,6,174000
858,859,20,3,80.0,10400,2,,5,4,4,5,3,9,7,7,5,8,7,5,1976,1976,5,7,11,11,4.0,189.0,3,3,5,5.0,4.0,2.0,2.0,0,2.0,0,1090,1090,5,3,1,5.0,1370,0,0,1370,0,0,2,0,3,1,3,6,8,1,4.0,6.0,1976.0,3.0,2,479,4.0,4.0,3,0,0,0,0,0,0,,4.0,,0,6,2009,10,2,152000
859,860,60,3,,11029,2,,4,4,4,4,3,9,3,7,5,5,6,7,1968,1984,5,7,11,11,4.0,220.0,3,3,5,4.0,4.0,3.0,5.0,619,2.0,0,435,1054,5,3,1,5.0,1512,1142,0,2654,1,0,2,1,4,1,4,9,8,1,5.0,6.0,1968.0,2.0,2,619,4.0,4.0,3,0,65,0,0,222,0,,,,0,8,2006,10,6,250000
860,861,50,3,55.0,7642,2,,5,4,4,4,3,19,7,7,5,7,7,8,1918,1998,5,7,2,2,2.0,0.0,4,3,6,4.0,4.0,2.0,2.0,0,2.0,0,912,912,5,4,1,5.0,912,514,0,1426,0,0,1,1,3,1,4,7,8,1,5.0,2.0,1925.0,2.0,1,216,4.0,4.0,3,0,240,0,0,0,0,,5.0,,0,6,2007,10,6,189950
861,862,190,3,75.0,11625,2,,5,4,4,5,3,6,7,7,2fmCon,8,5,4,1965,1965,3,7,7,11,2.0,0.0,3,3,4,4.0,4.0,3.0,5.0,841,2.0,0,198,1039,5,5,1,5.0,1039,0,0,1039,1,0,1,1,3,1,3,6,8,0,,6.0,1965.0,2.0,2,504,4.0,4.0,3,0,0,0,0,0,0,,,,0,4,2010,10,6,131500
862,863,20,3,81.0,9672,2,,5,4,4,4,3,5,7,7,5,8,6,5,1984,1985,3,7,11,7,2.0,0.0,3,3,4,5.0,4.0,2.0,7.0,338,2.0,0,702,1040,5,3,1,5.0,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,,6.0,1986.0,2.0,2,480,4.0,4.0,3,0,0,0,0,0,0,,5.0,,0,5,2010,10,6,152000
863,864,20,3,70.0,7931,2,,5,4,4,5,3,NAmes,7,7,5,8,5,5,1959,1959,3,7,14,7,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,1148,2.0,0,0,1148,5,3,1,5.0,1148,0,0,1148,1,0,1,0,3,1,3,6,8,0,,6.0,1959.0,2.0,1,672,4.0,4.0,3,0,0,0,0,0,0,,5.0,,0,7,2009,10,6,132500
864,865,20,6,72.0,8640,2,,5,4,4,5,3,4,7,7,5,8,7,5,2007,2008,5,7,3,3,2.0,0.0,4,3,4,6.0,4.0,2.0,2.0,0,2.0,0,1372,1372,5,5,1,5.0,1372,0,0,1372,0,0,2,0,3,1,4,6,8,0,,6.0,2008.0,4.0,2,529,4.0,4.0,3,0,140,0,0,0,0,,,,0,5,2008,7,1,250580
865,866,20,3,,8750,2,,4,4,4,5,3,NAmes,7,7,5,8,5,6,1970,1970,5,7,9,9,4.0,76.0,3,3,5,4.0,4.0,2.0,5.0,828,2.0,0,174,1002,5,3,1,5.0,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,,2.0,1973.0,2.0,2,902,4.0,4.0,3,0,0,0,0,0,0,,4.0,,0,8,2009,10,6,148500
866,867,20,3,67.0,10656,2,,4,2,4,5,3,2,7,7,5,8,8,5,2006,2007,5,7,3,3,1.0,274.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,1638,1638,5,5,1,5.0,1646,0,0,1646,0,0,2,0,3,1,4,6,8,1,5.0,6.0,2007.0,3.0,3,870,4.0,4.0,3,192,80,0,0,0,0,,,,0,11,2007,7,1,248900
867,868,20,3,85.0,6970,2,,5,4,4,4,3,6,8,7,5,8,4,5,1961,1961,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,932,2.0,0,108,1040,5,3,1,5.0,1120,0,0,1120,1,0,1,1,3,1,2,5,8,0,,6.0,1961.0,3.0,2,544,4.0,4.0,3,168,0,0,0,0,0,,,3.0,400,5,2007,10,6,129000
868,869,60,3,,14762,2,,3,4,4,4,3,17,8,7,5,5,5,6,1948,1950,5,7,7,7,2.0,0.0,3,3,3,,,,,0,,0,0,0,5,4,1,5.0,1547,720,53,2320,0,0,2,0,2,1,3,7,8,1,4.0,6.0,1979.0,2.0,2,672,4.0,4.0,2,120,144,0,0,0,0,,,,0,5,2006,10,6,169000
869,870,60,3,80.0,9938,2,,5,4,4,5,3,5,7,7,5,5,7,5,1993,1994,5,7,9,9,4.0,246.0,4,3,4,5.0,4.0,2.0,7.0,750,2.0,0,300,1050,5,5,1,5.0,1062,887,0,1949,1,0,2,1,3,1,4,8,8,1,4.0,6.0,1993.0,4.0,2,574,4.0,4.0,3,156,90,0,0,0,0,,5.0,,0,6,2010,10,6,236000
870,871,20,3,60.0,6600,2,,5,4,4,5,3,NAmes,4,7,5,8,5,5,1962,1962,3,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,894,894,5,4,2,5.0,894,0,0,894,0,0,1,0,2,1,3,5,8,0,,2.0,1962.0,2.0,1,308,4.0,4.0,3,0,0,0,0,0,0,,,,0,8,2009,10,6,109500
871,872,60,3,70.0,8750,2,,5,4,4,5,3,20,7,7,5,5,6,5,1998,1998,5,7,3,3,4.0,116.0,3,3,4,5.0,4.0,2.0,7.0,505,2.0,0,299,804,5,5,1,5.0,804,878,0,1682,0,0,2,1,3,1,4,7,8,0,,6.0,1998.0,3.0,2,523,4.0,4.0,3,0,77,0,0,0,0,,,,0,6,2010,10,6,200500
872,873,20,3,74.0,8892,2,,5,4,4,4,3,NAmes,7,7,5,8,5,7,1953,1996,5,7,1,Wd Shng,2.0,0.0,4,3,2,4.0,4.0,4.0,2.0,0,2.0,0,105,105,5,4,1,5.0,910,0,0,910,0,0,1,0,3,1,4,5,8,0,,6.0,1953.0,2.0,2,414,4.0,4.0,3,196,0,150,0,0,0,,3.0,,0,10,2008,10,6,116000
873,874,40,3,60.0,12144,2,,5,4,4,5,3,NAmes,7,7,5,8,5,7,1949,1950,5,7,11,11,2.0,0.0,4,3,5,4.0,4.0,2.0,4.0,375,2.0,0,457,832,5,4,1,5.0,1036,0,232,1268,0,0,1,0,3,1,3,6,8,1,5.0,6.0,1949.0,2.0,1,288,4.0,4.0,3,0,28,0,0,0,0,,,4.0,0,9,2009,10,6,133000
874,875,50,1,52.0,5720,2,,5,4,4,5,3,8,9,7,5,7,5,6,1941,1950,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,676,676,5,5,1,5.0,676,455,0,1131,0,0,1,1,3,1,3,5,8,0,,2.0,1941.0,2.0,1,200,4.0,4.0,3,26,0,0,0,0,0,,,,0,8,2009,10,5,66500
